offset	lemma	field	semcor	zipf	why	nearest	flags	gloss
07420671	expense	event	4	4.23	semcor	damage	word present in another sense	"a detriment or sacrifice; ""at the expense of"""
05565696	palm	body	4	4.23	semcor	body-part	word present in another sense	the inner surface of the hand from the wrist to the base of the fingers
03936764	pill	artifact	6	4.03	semcor	artifact	word present in another sense	something that resembles a tablet of medicine in shape or size
00090253	reception	act	4	4.23	semcor	act	word present in another sense	the act of receiving
02687172	aircraft_carrier	artifact	5	4.13	semcor	warship	word present in another sense	a large warship that carries planes and has a long flat deck for takeoffs and landings
08512259	boundary	location	5	4.13	semcor	place		the line or plane indicating the limit or extent of something
02932227	cabin	artifact	5	4.13	semcor	room	word present in another sense	small room on a ship or boat where people sleep
12415765	falls	plant	0	4.63	zipf	plant-part		the petals or sepals of a flower that bend downward (especially the outer perianth of an i
07423818	phenomenon	event	5	4.13	semcor	change	word present in another sense	a remarkable development
10025730	donor	person	7	3.92	semcor	person	word present in another sense	person who makes a gift of property
03335030	fighter	artifact	3	4.32	semcor	airplane		a high-speed military or naval airplane designed to destroy enemy aircraft in the air
03590306	jacket	artifact	3	4.32	semcor	wrap	word present in another sense	"an outer wrapping or casing; ""phonograph records were sold in cardboard jackets"""
03619650	kit	artifact	2	4.42	zipf	case	word present in another sense	a case for containing a set of articles
06008609	axis	cognition	6	4.02	semcor	place	word present in another sense	a straight line through a body or figure that satisfies certain conditions
02406174	dairy_cattle	animal	8	3.82	semcor	cattle		cattle that are reared for their milk
07511380	fever	feeling	4	4.22	semcor	anticipation	word present in another sense	"intense nervous anticipation; ""in a fever of resentment"""
04644512	willingness	attribute	8	3.82	semcor	disposition		"cheerful compliance; ""he expressed his willingness to help"""
07176804	accord	communication	8	3.81	semcor	act	word present in another sense	"concurrence of opinion; ""we are in accord with your proposal"""
05417975	blood_vessel	body	4	4.21	semcor	tube		a vessel in which blood circulates
06664594	canon	communication	5	4.11	semcor	information	word present in another sense	a rule or especially body of rules or principles generally established as valid and fundam
00229260	closure	act	5	4.11	semcor	act	word present in another sense	"termination of operations; ""they regretted the closure of the day care center"""
08128964	Department_of_Agriculture	group	3	4.31	semcor	administrative-division		the federal department that administers programs that provide services to farmers (includi
06746580	announcement	communication	3	4.31	semcor	information	word present in another sense	a public statement containing information about an event that has happened or is going to 
06891022	presentation	communication	3	4.31	semcor	information	word present in another sense	the act of making something publicly available; presenting news or other information by br
14562324	ruin	state	3	4.31	semcor	condition	word present in another sense	"an irrecoverable state of devastation and destruction; ""you have brought ruin on this enti"
04412901	terminal	artifact	3	4.31	semcor	station-facility	word present in another sense	station where transport vehicles load or unload passengers or goods
00132982	triple	act	3	4.31	semcor	accomplishment		a base hit at which the batter stops safely at third base
08369615	beat_generation	group	0	4.6	zipf	coevals		a United States youth subculture of the 1950s; rejected possessions or regular work or tra
00378069	burning	act	1	4.5	zipf	act		"the act of burning something; ""the burning of leaves was prohibited by a town ordinance"""
00812526	clasp	act	15	3.1	semcor	activity	word present in another sense	"the act of grasping; ""he released his clasp on my arm""; ""he has a strong grip for an old m"
04897762	demeanor	attribute	14	3.2	semcor	trait	word present in another sense	(behavioral attributes) the way a person behaves toward other people
14437552	esteem	state	7	3.9	semcor	honour		"the condition of being honored (esteemed or respected or well regarded); ""it is held in es"
09183693	ethical_motive	motive	9	3.7	semcor	motivation	word present in another sense	motivation based on ideas of right and wrong
03493664	hardware	artifact	3	4.3	semcor	artifact	word present in another sense	major items of military weaponry (as tanks or missile)
09621545	intellectual	person	3	4.3	semcor	person	word present in another sense	a person who uses the mind creatively
07045353	phrase	communication	3	4.3	semcor	musical-composition		a short musical passage
00449295	racing	act	1	4.5	zipf	sport		the sport of engaging in contests of speed
04890112	wisdom	attribute	3	4.3	semcor	trait		the trait of utilizing knowledge and experience with common sense and insight
09718936	Korean	person	1	4.49	zipf	inhabitant		a native or inhabitant of Korea who speaks the Korean language
10060352	entrepreneur	person	6	3.99	semcor	person	word present in another sense	someone who organizes a business venture and assumes the risk for it
00945777	exploration	act	4	4.19	semcor	activity	word present in another sense	a careful systematic search
14868243	filling	substance	4	4.19	semcor	material		"any material that fills a space or container; ""there was not enough fill for the trench"""
06646628	trace	communication	4	4.19	semcor	indication	word present in another sense	"an indication that something has been present; ""there wasn't a trace of evidence for the c"
02970100	carrier	artifact	3	4.29	semcor	vehicle	word present in another sense	"a self-propelled wheeled vehicle designed specifically to carry something; ""refrigerated c"
05997361	communications	cognition	0	4.59	zipf	field-of-study		the discipline that studies the principles of transmiting information and the methods by w
06198876	devices	cognition	0	4.59	zipf	inclination		"an inclination or desire; used in the plural in the phrase `left to your own devices'; ""ev"
00713594	handling	act	2	4.39	zipf	labor		manual (or mechanical) carrying or moving or delivering or working with something
03595860	jet	artifact	3	4.29	semcor	airplane	word present in another sense	an airplane powered by one or more jet engines
05434927	nucleus	body	10	3.59	semcor	organelle		a part of the cell containing DNA and RNA and responsible for growth and reproduction
04677716	persona	attribute	9	3.69	semcor	appearance	word present in another sense	"(Jungian psychology) a personal facade that one presents to the world; ""a public image is "
04060647	receiver	artifact	5	4.09	semcor	equipment		set that receives radio or tv signals
08587571	shooting_preserve	location	5	4.09	semcor	district		a preserve on which hunting is permitted during certain months of the year
04258982	sole	artifact	3	4.29	semcor	underside		the underside of footwear or a golf club
06343971	heading	communication	1	4.48	zipf	line-of-text	word present in another sense	"a line of text serving to indicate what the passage below it is about; ""the heading seemed"
10238375	knight	person	3	4.28	semcor	leader	word present in another sense	originally a person of noble birth trained to arms and chivalry; today in Great Britain a 
04060065	rear_window	artifact	3	4.28	semcor	artifact		car window that allows vision out of the back of the car
