# label	GPT path — kinds WordNet has no noun for
magnet toy	toys & games > toy > executive toy > magnet toy
magnet toy	toys & games > toy > executive toy > magnet toy
magnetic doll	toys & games > toy > dolls, playsets & toy figures > magnetic doll
magnetic doll	toys & games > toy > dolls, playsets & toy figures > magnetic doll
magnetic doll	toys & games > toy > dolls, playsets & toy figures > magnetic doll
magnetic sweeper	hardware > hardware accessories > tool storage & organization > tool > magnetic sweeper
magnetic sweeper	hardware > hardware accessories > tool storage & organization > tool > magnetic sweeper
magnetic sweeper	hardware > hardware accessories > tool storage & organization > tool > magnetic sweeper
magnetic sweeper	hardware > hardware accessories > tool storage & organization > tool > magnetic sweeper
magnetizer	hardware > tool accessories > magnetizer
mail cart	office supplies > office cart > mail cart
mail sorter	hardware > hardware accessories > organization > mail sorter
mail sorter	hardware > hardware accessories > organization > mail sorter
mail sorter	hardware > hardware accessories > organization > mail sorter
mailbox accessories	home & garden > decor > mailbox accessories
mailbox cover	home & garden > decor > mailbox accessories > mailbox cover
mailbox enclosure	home & garden > decor > mailbox accessories > mailbox enclosure
mailbox flag	home & garden > decor > mailbox accessories > mailbox flag
mailbox post	home & garden > decor > mailbox accessories > mailbox post
mailbox replacement door	home & garden > decor > mailbox accessories > mailbox replacement door
maintenance software	software > computer software > maintenance software
makeup brush	health & beauty > personal care > cosmetics > cosmetic tool > makeup tool > makeup brush
makeup finishing spray	health & beauty > personal care > cosmetics > makeup > makeup finishing spray
makeup remover	health & beauty > personal care > cosmetics > skin care > makeup remover
makeup sponge	health & beauty > personal care > cosmetics > cosmetic tool > makeup tool > makeup sponge
makeup tool	health & beauty > personal care > cosmetics > cosmetic tool > makeup tool
malanga	food, beverages & tobacco > food item > vegetable > malanga   [WordNet has only non-goods senses]
malanga	food, beverages & tobacco > food item > vegetable > malanga   [WordNet has only non-goods senses]
malanga	food, beverages & tobacco > food item > vegetable > malanga   [WordNet has only non-goods senses]
manicure	health & beauty > personal care > cosmetics > cosmetic tool > nail tool > manicure   [WordNet has only non-goods senses]
manicure glue	health & beauty > personal care > cosmetics > nail care > manicure glue
manicure tool set	health & beauty > personal care > cosmetics > cosmetic tool > nail tool > manicure tool set
mannequin part	business & industrial > retail > mannequin part
mannequin part	business & industrial > retail > mannequin part
manual hammer	hardware > hardware accessories > tool storage & organization > tool > hammer > manual hammer
manual hammer	hardware > hardware accessories > tool storage & organization > tool > hammer > manual hammer
manual hammer	hardware > hardware accessories > tool storage & organization > tool > hammer > manual hammer
manual hammer	hardware > hardware accessories > tool storage & organization > tool > hammer > manual hammer
manual massage tool	health & beauty > personal care > massage & relaxation > massager > manual massage tool
manufacturing	business & industrial > manufacturing   [WordNet has only non-goods senses]
marble track set	toys & games > toy > building toy > marble track set
marble track set	toys & games > toy > building toy > marble track set
marble track set	toys & games > toy > building toy > marble track set
marine audio	electronics > marine electronics > marine audio
marine chartplotter	electronics > marine electronics > marine chartplotter
marine electronics	electronics > marine electronics
marine radar	electronics > marine electronics > marine radar
marine radio	electronics > marine electronics > marine radio
marine speaker	electronics > marine electronics > marine speaker
marker refill	office supplies > office instrument > instrument accessories > marker & highlighter ink refills > marker refill
marketing	business & industrial > marketing   [WordNet has only non-goods senses]
marking tool	hardware > hardware accessories > tool storage & organization > tool > marking tool
marking tool	hardware > hardware accessories > tool storage & organization > tool > marking tool
marking tool	hardware > hardware accessories > tool storage & organization > tool > marking tool
marking tool	hardware > hardware accessories > tool storage & organization > tool > marking tool
marking tool	hardware > hardware accessories > tool storage & organization > tool > marking tool
martial arts belt	sporting goods > athletics > arts > martial arts belt
martial arts belt	sporting goods > athletics > arts > martial arts belt
martial arts belt	sporting goods > athletics > arts > martial arts belt
martial arts shorts	apparel & accessories > clothing > activewear > martial arts shorts
martial arts uniform	apparel & accessories > clothing > uniform > sports uniform > martial arts uniform
martial arts weapon	sporting goods > athletics > arts > martial arts weapon
martial arts weapon	sporting goods > athletics > arts > martial arts weapon
martial arts weapon	sporting goods > athletics > arts > martial arts weapon
mascara primer	health & beauty > personal care > cosmetics > makeup > eye makeup > mascara primer
mask accessories	sporting goods > outdoor recreation > sport > swimming > mask accessories
mask accessories	sporting goods > outdoor recreation > sport > swimming > mask accessories
mask accessories	sporting goods > outdoor recreation > sport > swimming > mask accessories
mask accessories	sporting goods > outdoor recreation > sport > swimming > mask accessories
masonry cleaner	home & garden > pool & spa > pool & spa accessories > chemical > masonry cleaner
masonry cleaner	home & garden > pool & spa > pool & spa accessories > chemical > masonry cleaner
masonry consumable	hardware > building consumable > masonry consumable
masonry edger	hardware > hardware accessories > tool storage & organization > tool > masonry tool > masonry edger
masonry edger	hardware > hardware accessories > tool storage & organization > tool > masonry tool > masonry edger
masonry edger	hardware > hardware accessories > tool storage & organization > tool > masonry tool > masonry edger
masonry edger	hardware > hardware accessories > tool storage & organization > tool > masonry tool > masonry edger
masonry jointer	hardware > hardware accessories > tool storage & organization > tool > masonry tool > masonry jointer
masonry jointer	hardware > hardware accessories > tool storage & organization > tool > masonry tool > masonry jointer
masonry jointer	hardware > hardware accessories > tool storage & organization > tool > masonry tool > masonry jointer
masonry jointer	hardware > hardware accessories > tool storage & organization > tool > masonry tool > masonry jointer
masonry tool	hardware > hardware accessories > tool storage & organization > tool > masonry tool
