name	wordnet	sumo	sumo_rel	schemaorg	yago	wikidata	opencyc	bfo	dolce	dul	gloss	origin
plane-ticket	06519253	Ticket	+								a ticket good for a trip on an airplane	base
planet	09394007	Planet	=			Q634	Mx4rvVjRL5wpEbGdrcN5Y29ycA				(astronomy) any of the nine large celestial bodies in the solar system that revolve around	base
plank	15101854	BoardOrBlock	+			Q1355652					a stout length of sawn timber; made in a wide variety of sizes and used for many purposes	base
plant	00017222	Plant	=		Plant	Q756					(botany) a living organism lacking the power of locomotion	base
plant-root	13125117	PlantRoot	=			Q41500					(botany) the usually underground organ that lacks buds or leaves or nodes; absorbs water a	base
plaster	03957420	Mixture	+			Q216054	Mx4rvViim5wpEbGdrcN5Y29ycA				adhesive tape used in dressing wounds	base
plastic	14592610	Plastic	=		Plastic	Q11474	Mx4rvVj0lpwpEbGdrcN5Y29ycA				generic name for certain synthetic or semisynthetic materials that can be molded or extrud	base
plate	03959485	Tableware	+			Q57216					dish on which food is served or from which food is eaten	base
play	00431893	RecreationOrExercise	+	schema:Play	Play	Q25379					"activity by children that is guided more by imagination than by fixed rules; ""Freud believ"	base
player	10439851	Human	+			Q4197743	Mx4rv_FIS5wpEbGdrcN5Y29ycA				a person who participates in or is skilled at some game	base
playground-swing	04371774	RecreationOrExerciseDevice	+			Q188688					mechanical device used as a plaything to support someone swinging back and forth	base
playing-field	08570758	LandArea	+				Mx4rvVi3PZwpEbGdrcN5Y29ycA				"a piece of land prepared for playing a game; ""the home crowd cheered when Princeton took t"	base
playpen	03964495	Container	+			Q605068	Mx4rvlw-PJwpEbGdrcN5Y29ycA				a portable enclosure in which babies may be left to play	base
plaything	03964744	Toy	=								an artifact designed to be played with	base
pleasure	07490713	Pleasure	=			Q208195	Mx4rvVkL9ZwpEbGdrcN5Y29ycA				"a fundamental feeling that is hard to define but that people desire to experience; ""he was"	base
plot	08674739	CultivatedLandArea	+				Mx4rp1tVUoE6QdmCBsVf0_RgPA				"a small area of ground covered by specific vegetation; ""a bean plot""; ""a cabbage patch""; """	base
plot.communication	06373314	Proposition	+			Q217086					"the story that is told in a novel or play or movie etc.; ""the characters were well drawn b"	base
pneumonia	14147627	Pneumonia	+			Q12192	Mx4rLVgMvq2TEduAAAAOpmP6tw				respiratory disease characterized by inflammation of the lung parenchyma (excluding the br	base
pocket	03972524	Pocket	=			Q321767	Mx4rvVkKmZwpEbGdrcN5Y29ycA				a small pouch inside a garment for carrying small articles	base
podcast					Podcast							base
poem	06377442	FictionalText	+				Mx4rvvm9OJwpEbGdrcN5Y29ycA				a composition written in metrical feet forming rhythmical lines	base
poetry	07092592	FictionalText	+		Poetry	Q482	Mx8Ngh4rwP1535wpEbGdrcN5Y29ycB4rvvm9OJwpEbGdrcN5Y29ycA				literature in metrical form	base
point	13902482	ShapeAttribute	+				Mx4rIHDeCrgqEdmAAAACs0x8nw				"a V shape; ""the cannibal's teeth were filed to sharp points"""	base
point-of-view	06210363	SubjectiveAssessmentAttribute	=			Q12558574					"a mental position from which things are viewed; ""we should consider this problem from the "	base
pointer	06818121	ArrowIcon	+			Q1139519					a mark to indicate a direction or relation	base
poison	15032376	Poison	=			Q40867					any substance that causes injury or illness or death of a living organism	base
pole	03976657	Artifact	+								a long (usually round) rod of wood or metal or plastic	base
police	08209687	PoliceOrganization	+		Police	Q35535					"the force of policemen and officers; ""the law came looking for him"""	base
policeman	10448983	PoliceOfficer	=			Q384593					"a member of a police force; ""it was an accident, officer"""	base
policy	06523641	InsurancePolicy	=		Policy						"written contract or certificate of insurance; ""you should have read the small print on you"	base
polish	14459824	SubjectiveAssessmentAttribute	+			Q1363442	Mx8Ngh4rvy05U5wpEbGdrcN5Y29ycB4rvVjKypwpEbGdrcN5Y29ycA				"a highly developed state of perfection; having a flawless or impeccable quality; ""they per"	base
political-campaign	07472929	Contest	+		Political_campaign		Mx4rwQB5gpwpEbGdrcN5Y29ycA				"a race between candidates for elective office; ""I managed his campaign for governor""; ""he "	base
political-orientation	06212839	Proposition	+			Q7257					an orientation that characterizes the thinking of a group or nation	base
political-party	08256968	PoliticalParty	=	schema:PoliticalParty	Political_party	Q7278	Mx4rvVj82pwpEbGdrcN5Y29ycA				"an organization to gain political power; ""in 1992 Perot tried to organize a third party at"	base
politician	10450303	PoliticalFigure	+			Q82955	Mx4rvVjntpwpEbGdrcN5Y29ycA				a person active in party politics	base
politics	13840719	SocialInteraction	+		Politics	Q7163	Mx4rvx3ucJwpEbGdrcN5Y29ycA				"social relations involving intrigue to gain authority or power; ""office politics is often "	base
poll	00653811	Counting	+								the counting of votes (as in an election)	base
pony	02382437	Horse	+			Q188828	Mx4rvpdpZJwpEbGdrcN5Y29ycA				any of various breeds of small gentle horses usually less than five feet high at the shoul	base
pool	09397607	StaticWaterArea	+			Q152841					"a small body of standing water (rainwater) or other liquid; ""there were puddles of muddy w"	base
pop	07927512	Soda	=			Q264554					"a sweet drink containing carbonated water and flavoring; ""in New England they call sodas t"	base
pop-music	07059962	PopMusic	=		Pop_music	Q37073	Mx4rvtH8_pwpEbGdrcN5Y29ycA				music of general appeal to teenagers; a bland watered-down version of rock'n'roll with mor	base
populace	08179689	Human	=			Q2388316					"people in general considered as a whole; ""he is a hero in the eyes of the public"""	base
population	08179879	ResidentFn	=			Q2625603					"the people who inhabit a territory or state; ""the population seemed to be well fed and clo"	base
porter	10455447	Porter	=			Q1509714	Mx4rvViM6JwpEbGdrcN5Y29ycA				a person employed to carry luggage and supplies	base
portrait	03987079	Icon	+		Portrait	Q134307	Mx4rwQBcZ5wpEbGdrcN5Y29ycA				"any likeness of a person, in any medium; ""the photographer made excellent portraits"""	base
poser	10324560	ModellingPosition	+			Q1630100					"a person who poses for a photographer or painter or sculptor; ""the president didn't have t"	base
position	06196284	Proposition	+								a rationalized mental attitude	base
positron	09397896	SubatomicParticle	+			Q3229					an elementary particle with positive charge; interaction of a positron and an electron res	physics
possession	00032613	Entity	+								anything owned or possessed	base
possibility	05792010	Selecting	+								"a possible alternative; ""bankruptcy is always a possibility"""	base
post	07257815	Icon	+			Q2114843					"a pole or stake set up to mark something (as the start or end of a race track); ""a pair of"	base
postage	06796119	Icon	+			Q37930	Mx4rviP5YpwpEbGdrcN5Y29ycA				a small adhesive token stuck on a letter or package to indicate that that postal fees have	base
postcard	06627938	ContentBearingObject	+		Postcard	Q192425	Mx4rvyMSx5wpEbGdrcN5Y29ycA				a card for sending messages by post without an envelope	base
pot	03990834	Plant	+								street names for marijuana	base
potato	12897493	FloweringPlant	+			Q10998					annual native to South America having underground stolons bearing edible starchy tubers; w	base
potential	14482620	Attribute	+			Q12559031	Mx4rT-92dBk4QdiYlrzHDDhoPA				the inherent capacity for coming into being	base
pottery	03992703	Pottery	=		Pottery	Q11642					ceramic ware made from clay and baked in a kiln	base
pound	03993703	StationaryArtifact	+			Q4764963					"a public enclosure for stray or unlicensed dogs; ""unlicensed dogs will be taken to the pou"	base
powder	14997012	Powder	=		Powder	Q2908004	Mx4r_G0V0HS9EdaAAACgyZzFrg				a solid substance in the form of tiny loose particles; a solid that has been pulverized	base
power	10461424	Position	+			Q25342					"one possessing or exercising power or influence or authority; ""the mysterious presence of "	base
practical-application	00949134	IntentionalProcess	+			Q166142					"the act of bringing something to bear; using it for a particular purpose; ""he advocated th"	base
practice	00410247	SubjectiveAssessmentAttribute	=								"a customary way of operation or behavior; ""it is their practice to give annual raises""; ""t"	base
practice-of-medicine	00612160	SkilledOccupation	+			Q11190					the learned profession that is mastered by graduate training in a medical school and that 	base
practice-session	00894552	EducationalProcess	+			Q1413045					"systematic training by multiple repetitions; ""practice makes perfect"""	base
praise	06693198	ExpressingApproval	+								"an expression of approval and commendation; ""he always appreciated praise for his work"""	base
prayer	01041968	Praying	+		Prayer	Q40953	Mx4rlI5r8BukQdiUOq76qdtcyg				the act of communicating with a deity (especially as a petition or in adoration or contrit	base
precedence	13949802	SubjectiveAssessmentAttribute	+								"status established in order of importance or urgency; ""...its precedence as the world's le"	base
precedent	05821486	Entity	+			Q665141					an example that is used to justify similar occurrences at a later time	base
preciseness	04803880	SubjectiveAssessmentAttribute	+								"the quality of being reproducible in amount or performance; ""he handled it with the precis"	base
precondition	06755568	Proposition	+								an assumption on which rests the validity or effect of something else	base
predator	02152740	Carnivore	+								any animal that lives by preying on other animals	base
predecessor	10464711	SocialRole	+								one who precedes you in time (as in holding a position or office)	base
predilection	06200344	IntentionalRelation	+								"a predisposition in favor of something; ""a predilection for expensive cars""; ""his sexual p"	base
preference	07498210	PsychologicalAttribute	+				Mx4rXhCewCtaQdiZtNrZAeOCpQ				"a strong liking; ""my own preference is for good literature""; ""the Irish have a penchant fo"	base
premise	06753800	Supposition	+								"a statement that is assumed to be true and from which a conclusion can be drawn; ""on the a"	base
premium	13301620	CurrencyMeasure	+								payment for insurance	base
preoccupation	05700087	PsychologicalAttribute	+								the mental state of being preoccupied by something	base
prepared-dish	07557434	PreparedFood	+			Q746549					"a particular item of prepared food; ""she prepared a special dish for dinner"""	base
preponderance	05122099	Attribute	+								"a superiority in numbers or amount; ""a preponderance of evidence against the defendant"""	base
prescription	06365808	Text	+			Q3355478					written instructions from a physician or dentist to a druggist concerning the form and dos	base
prescription-drug	03999280	BiologicallyActiveSubstance	+			Q1643563	Mx4rvViufJwpEbGdrcN5Y29ycA				a drug that is available only with written instructions from a doctor or dentist to a phar	base
presence	13957601	Attribute	+				Mx4r02K58oSPEdqAAAACs0uFOQ				"the state of being present; current existence; ""he tested for the presence of radon"""	base
present	13268842	UnilateralGiving	+				Mx4rYA3CzmJvEd2AAADggVfs8g				"something presented as a gift; ""his tie was a present from his wife"""	base
presentation	03210940	Icon	+		Presentation	Q604733	Mx4rwPvkW5wpEbGdrcN5Y29ycA				a visual representation of something	base
preservation	14578940	Attribute	+			Q830393					the condition of being (well or ill) preserved	base
presidency	15266265	TimeInterval	+		Presidency	Q3558349					"the tenure of a president; ""things were quiet during the Eisenhower administration"""	base
president	10467179	President	+			Q248577					the chief executive of a republic	base
presidentship	00596807	President	=			Q3558349					"the office and function of president; ""Andrew Jackson expanded the power of the presidency"	base
press	04000311	Device	+			Q144334					a machine used for printing	base
pressure	11495041	Pascal	=			Q39552	Mx4rvVjtE5wpEbGdrcN5Y29ycA				the force applied to a unit area of surface; measured in pascals (SI unit) or in dynes (cg	base
prestige	14435809	SubjectiveAssessmentAttribute	+				Mx4rvg5T_JwpEbGdrcN5Y29ycA				"a high standing achieved through success or influence or wealth etc.; ""he wanted to achiev"	base
prey	02152881	Animal	+				Mx4rP9kKMCwaEdiUggAH6RYvSQ				animal hunted or caught for food	base
price	05163807	SubjectiveAssessmentAttribute	+		Price	Q160151	Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvVjU2JwpEbGdrcN5Y29ycB4rvViMf5wpEbGdrcN5Y29ycB4rvViAxJwpEbGdrcN5Y29ycA				"value measured by what must be given or done or undergone to obtain something; ""the cost i"	base
price-quotation	06756267	Statement	+								a statement of the current market price of a security or commodity	base
