name	wordnet	sumo	sumo_rel	schemaorg	yago	wikidata	gpt	opencyc	bfo	dolce	dul	gloss	origin
jaw	05546040	Bone	+			Q180284		Mx4rvVjjEZwpEbGdrcN5Y29ycA				the part of the skull of a vertebrate that frames the mouth and holds the teeth	base
jazz	07062697	JazzMusic	=									a genre of popular music that originated in New Orleans around 1900 and developed through 	base
jeans	03594734	Trousers	+			Q83363		Mx4rvgHis5wpEbGdrcN5Y29ycA				(usually plural) close-fitting trousers of heavy denim for manual work or casual wear	base
jelly	14925198	Object	+			Q20579575	2188b	Mx4rvwd3V5wpEbGdrcN5Y29ycA				any substance having the consistency of jelly or gelatin	base
jerky	07664770	Meat	+			Q1072897	3284					meat (especially beef) cut in strips and dried in the sun	base
jersey	03595614	Shirt	+			Q131151		Mx4rwPvS1pwpEbGdrcN5Y29ycA				a close-fitting pullover shirt	base
jester	10221312	Performer	+			Q215548						a professional clown employed to entertain a king or nobleman in the Middle Ages	base
jet	07436100	Motion	+					Mx4rwPux5ZwpEbGdrcN5Y29ycA				the occurrence of a sudden discharge (as of liquid)	base
jew's-harp	03597916	StringInstrument	+				4744					a small lyre-shaped musical instrument that is placed between the teeth and played by twan	base
jewel	03596787	Mineral	+			Q83437						a precious or semiprecious stone incorporated into a piece of jewelry	base
jeweler	10221777	Position	+			Q336221						someone in the business of selling jewelry	economics
jewelry	03597469	Jewelry	=			Q15145597		Mx4rvVjOopwpEbGdrcN5Y29ycA				an adornment (as a bracelet or ring or necklace) made of precious metals and set with gems	base
jig	03598515	Dancing	+			Q1079270	6907					a fisherman's lure with one or more hooks that is jerked up and down in the water	base
jigsaw	03598783	Device	+			Q1140903	3725					fine-toothed power saw with a narrow blade; used to cut curved outlines	base
jigsaw-puzzle	03598930	Artifact	+			Q181008	2618	Mx4rvVjpEpwpEbGdrcN5Y29ycA				a puzzle that requires you to reassemble a picture that has been mounted on a stiff base a	base
job	00719705	Working	=		Job	Q179962						"a specific piece of work required to be done as a duty or for a specific fee; ""estimates o"	base
jockey	10223177	Position	+			Q846750		Mx4rvgHjK5wpEbGdrcN5Y29ycA				someone employed to ride horses in horse races	base
joint	03601335	Artifact	+	schema:Joint	Joint	Q202762						a disreputable place of entertainment	base
joke	06778102	SubjectiveAssessmentAttribute	+		Joke	Q131138		Mx4rv53uM5wpEbGdrcN5Y29ycA				"a humorous anecdote or remark intended to provoke laughter; ""he told a very funny joke""; """	base
journal	06597466	Periodical	+		Journal			Mx4rvVigHZwpEbGdrcN5Y29ycA				"a periodical dedicated to a particular subject; ""he reads the medical journals"""	base
journey	00306426	Translocation	+									the act of traveling from one place to another	base
joy	07527352	Joy	=			Q8		Mx4r0EVLyWEYEdaOHQACs0uFOQ				the emotion of great happiness	base
judge	10225219	JudgeAtLaw	+			Q16533		Mx4rvVi68pwpEbGdrcN5Y29ycA				a public official authorized to decide questions brought before a court of justice	base
judgement	01187810	LegalDecision	+									(law) the determination by a court of competent jurisdiction on matters submitted to it	base
judging	05789432	Judging	+									the cognitive process of reaching a decision or drawing conclusions	base
judgment	00874067	Deciding	=			Q12621536		Mx4rmR-Abkh7QdmCHuqrRenrRw				"the act of judging or assessing a person or situation or event; ""they criticized my judgme"	base
judgment-of-conviction	01189282	LegalConviction	=									(criminal law) a final judgment of guilty in a criminal case and the punishment that is im	base
judicial-opinion	06551784	LegalDecision	=									"the legal document stating the reasons for a judicial decision; ""opinions are usually writ"	base
juice	07923748	Juice	=			Q8492	2887	Mx4rvVjM2ZwpEbGdrcN5Y29ycA				the liquid part that can be extracted from plant or animal tissue by squeezing or cooking	base
juicer	04059516	Device	+				750					a squeezer with a conical ridged center that is used for squeezing juice from citrus fruit	base
jukebox	03604156	Device	+			Q815249	4652	Mx4rv1cKpJwpEbGdrcN5Y29ycA				a cabinet containing an automatic record player; records are played by inserting a coin	base
jump	07414222	Increasing	+									"a sudden and decisive increase; ""a jump in attendance"""	base
jump-rope	03605233	Artifact	+			Q244158	2614					a length of rope (usually with handles on each end) that is swung around while someone jum	base
jumpsuit	03605598	Clothing	+			Q16472452	5250a	Mx4rvVjn3ZwpEbGdrcN5Y29ycA				one-piece garment fashioned after a parachutist's uniform	base
junction	03605722	Object	+									the place where two or more things come together	base
junk-bond	13338439	JunkBond	=			Q1050279						a (speculative) bond with a credit rating of BB or lower; issued for leveraged buyouts and	economics
jurisprudence	08441203	Law	+			Q922203						"the collection of rules imposed by authority; ""civilization presupposes respect for the la"	base
jury	08414119	Jury	=			Q837675		Mx4rkFQMsIDDQdeN4NhGWur4bg				a body of citizens sworn to give a true verdict according to the evidence presented in a c	base
just-in-time-manufacturing						Q490060							economics
justice	04850117	SubjectiveAssessmentAttribute	+									the quality of being just or fair	base
justification	05823054	Reasoning	+					Mx4rnSMP5g0oS56H3m74k58oiw				something (such as a fact or circumstance) that shows an action to be reasonable or necess	base
kale	07714078	Cabbage	+				6629					coarse curly-leafed cabbage	base
kaleidoscope	03607756	Toy	+			Q180049	3301	Mx4rvXr445wpEbGdrcN5Y29ycA				an optical toy in a tube; it produces symmetrical patterns as bits of colored glass are re	base
kayak	03609235	Kayak	=			Q179246	1127					a small canoe consisting of a light frame made watertight with animal skins; used by Eskim	base
keep	13365286	Process	+		Keep	Q91165						"the financial means whereby one lives; ""each child was expected to pay for their keep""; ""h"	base
kerosene	14687633	Substance	+			Q5361665	543576	Mx4rvVjbl5wpEbGdrcN5Y29ycA				a flammable hydrocarbon oil used as fuel in lamps and heaters	base
ketchup	07822197	Ketchup	=			Q178143	2018	Mx4rvVjEH5wpEbGdrcN5Y29ycA				thick spicy sauce made from tomatoes	base
kettle	03612814	PotOrPan	+			Q107444		Mx4rvViMo5wpEbGdrcN5Y29ycA				a metal pot for stewing or boiling; usually has a lid	base
key	03613294	Key	=			Q228039	1974b					metal device shaped in such a way that when it is inserted into the appropriate lock the l	base
keyboard	03614007	Keyboard	=			Q1343007	303					device consisting of a set of keys on a piano or organ or typewriter or typesetting machin	base
kick	05827509	PsychologicalAttribute	+		Kick	Q206864						"the sudden stimulation provided by strong drink (or certain drugs); ""a sidecar is a smooth"	base
kid	02416820	NonFullyFormed	+			Q13048847						young goat	base
kidney	05332802	Kidney	=			Q9377		Mx4rvVjlYpwpEbGdrcN5Y29ycA				either of two bean-shaped excretory organs that filter wastes (especially urea) from the b	base
killer	10231087	Human	+			Q931260						someone who causes the death of a person or animal	base
kimono	03617480	Clothing	+			Q483444	5343	Mx4rwQtuRpwpEbGdrcN5Y29ycA				a loose robe; imitated from robes originally worn by Japanese	base
kin	07969695	FamilyGroup	=									group of people related by blood or marriage	base
king	10231515	King	=			Q55375123						a male sovereign; ruler of a kingdom	base
king-card	03618219	Artifact	+			Q516114						one of the four playing cards in a deck bearing the picture of a king	base
kingdom	08405603	Government	+									a monarchy with a king or queen as head of state	base
kinship	13812607	BiologicalAttribute	+		Kinship	Q171318						(anthropology) relatedness or connection by blood or marriage or adoption	base
kit	03619396	Collection	+				4778	Mx4rwQBZApwpEbGdrcN5Y29ycA				gear consisting of a set of articles or tools for a specified purpose	base
kitchen	03619890	Kitchen	=		Kitchen	Q43164	6850a	Mx4rvVifPJwpEbGdrcN5Y29ycA				a room equipped for preparing meals	base
kitchen-appliance	03620052	MajorAppliance	+				730					a home appliance used in preparing food	base
kitchen-mixer	03775199	Device	+			Q954087						a kitchen utensil that is used for mixing foods	base
kitchenette	03620353	KitchenArea	+			Q1804676	8161b					small kitchen	base
kite	03621473	Toy	+			Q42861	3460					plaything consisting of a light frame covered with tissue paper; flown in wind at end of a	base
knee	05573602	Knee	+			Q62394131		Mx4rvVjPKZwpEbGdrcN5Y29ycA				hinge joint in the human leg connecting the tibia and fibula with the femur and protected 	base
knife	03623556	CuttingDevice	+		Knife	Q32489	3495	Mx4rvVioJ5wpEbGdrcN5Y29ycA				edge tool used as a cutting instrument; has a pointed blade with a sharp edge and a handle	base
knight	03624767	GamePiece	+			Q136						a chessman shaped to resemble the head of a horse; can move two squares horizontally and o	base
knitting-needle	03625646	Device	+				6139	Mx4rv00685wpEbGdrcN5Y29ycA				needle consisting of a slender rod with pointed ends; usually used in pairs	base
knot	03627232	Attaching	+			Q527395		Mx4rvZutMpwpEbGdrcN5Y29ycA				any of various fastenings formed by looping and tying a rope (or cord) upon itself or to a	base
know-your-customer						Q106145							economics
kohlrabi	07733567	FruitOrVegetable	+			Q147202	6628					fleshy turnip-shaped edible stem of the kohlrabi plant	base
koran	06461609	Book	+			Q428						the sacred writings of Islam revealed by God to the prophet Muhammad during his life at Me	base
kumquat	07749446	FruitOrVegetable	+			Q5122903	6632					small oval citrus fruit with thin sweet rind and very acid pulp	base
lab	03629986	Laboratory	+			Q483242						a workplace for the conduct of scientific research	base
label	07272172	ContentBearingObject	+		Label	Q722218	8213b	Mx4rwJj1YZwpEbGdrcN5Y29ycA				an identifying or descriptive marker that is attached to an object	base
labor	00620752	IntentionalProcess	+			Q268378		Mx4rNIfN7rtVEdmAAAACs6hRjg				"productive work (especially physical work done for wages); ""his labor did not require a gr"	base
labor-contract	06526961	Contract	+									contract between labor and management governing wages and benefits and working conditions	economics
labor-market	01098404	FinancialTransaction	+			Q305186						the market in which workers compete for jobs and employers compete for workers	economics
laborer	10241300	ManualLabor	+			Q12713481						someone who works with their hands; someone engaged in manual labor	base
labour	08180639	ManualLabor	+			Q191159						"a social class comprising those who do manual labor or work for wages; ""there is a shortag"	base
lace	03631177	Fabric	+		Lace	Q231250		Mx4rvgH-D5wpEbGdrcN5Y29ycA				a delicate decorative fabric woven in an open web of symmetrical patterns	base
lack	14449405	Attribute	+					Mx4r4rGStis8EdiUgAAH6RYvSQ				"the state of needing something that is absent or unavailable; ""there is a serious lack of "	base
lacrosse-ball	03632100	Ball	+			Q6468880	3536	Mx4r3AotqPIcQdiLjacTy4sntw				ball used in playing lacrosse	base
ladder	03632277	Ladder	=			Q168639	130a	Mx4rvVjkQ5wpEbGdrcN5Y29ycA				steps consisting of two parallel members connected by rungs; for climbing up or down	base
ladle	03633091	Device	+			Q193358	3620	Mx4rvViMXJwpEbGdrcN5Y29ycA				a spoon-shaped vessel with a long handle; frequently used to transfer liquids from one con	base
lady	10243137	Woman	=			Q1378024						"a polite name for any woman; ""a nice lady at the library helped me"""	base
